transaction_id,account_id,txn_date,category,amount
4698,118,2024-07-24,Utilities,-1459.88
4699,381,2024-12-04,shopping,-2805.22
4700,212,2024-06-07,Shopping,-90.59
4701,451,2024-09-19,GROCERIES,-2205.02
4702,42,2024-07-19,dining ,-1927.19
4703,152,2024-05-20,Shopping,-1105.26
4704,338,2025-03-23,GROCERIES,-1349.73
4705,419,2025-02-22,ATM Withdrawal,-1521.05
4706,104,2025-01-17,Entertainment,-321.13
4707,459,2024-02-15,Transfer,-103.14
4708,91,2024-05-16,Utilities,-2015.87
4709,195,2024-04-28,Travel,-79.58
4710,148,2025-01-22,ATM Withdrawal,-216.17
4711,199,2025-05-01,ATM Withdrawal,-735.98
4712,423,2024-07-25,Healthcare,-1456.04
4713,343,2024-06-29,Shopping,-750.58
4714,373,2024-10-30,dining ,-548.42
4715,119,2025-06-22,Utilities,-2057.49
4716,444,2024-07-20,Entertainment,-900.11
4717,204,2024-05-31,Salary Credit,38611.97
4718,306,2024-10-11,Entertainment,-1555.16
4719,327,2025-05-14,ATM Withdrawal,-1252.73
4720,311,2025-02-01,Healthcare,-1225.85
4721,282,2024-10-09,Shopping,-1599.09
4722,225,2025-02-02,Healthcare,-1076.3
4723,304,2024-01-09,Entertainment,-1960.24
4724,424,2025-02-14,Transfer,8723.85
4725,183,2024-02-23,Healthcare,-378.13
4726,240,2024-08-01,Shopping,-272.98
4727,85,2024-07-09,ATM Withdrawal,-490.52
4728,167,2025-01-11,shopping,-885.43
4729,362,2024-05-10,Transfer,2795.04
4730,300,2024-05-10,Transfer,-8031.72
4731,99,2025-04-26,Transfer,-2388.1
4732,256,2024-09-17,Travel,-832.01
4733,380,2025-02-08,Transfer,-11136.17
4734,59,2024-11-13,Entertainment,-242.37
4735,29,2024-12-03,Salary Credit,37802.8
4736,184,2025-01-09,shopping,-836.69
4737,308,2024-12-29,,-2589.79
4738,147,2025-05-12,Transfer,3921.43
4739,385,2025-03-03,Shopping,-279.0
4740,397,2024-06-15,Shopping,-1526.77
4741,250,2024-04-02,ATM Withdrawal,-1459.78
4742,178,2025-04-05,ATM Withdrawal,-1637.99
4743,20,2024-07-22,Utilities,-243.91
4744,385,2024-06-18,Utilities,-691.96
4745,419,2024-03-01,Entertainment,-2213.1
4746,208,2024-10-27,Healthcare,-1568.11
4747,242,2024-10-06,Travel,-1927.8
4748,353,2025-03-27,Entertainment,-1151.3
4749,326,2025-02-12,shopping,-2150.74
4750,64,2025-01-29,Dining,-1463.84
4751,315,2024-10-20,ATM Withdrawal,-728.82
4752,433,2025-04-15,Groceries,-1870.92
4753,352,2025-06-19,groceries,-412.45
4754,225,2025-03-20,Healthcare,-2589.2
4755,245,2024-07-08,Shopping,-2107.31
4756,122,2024-05-30,dining ,-936.56
4757,310,2024-01-01,Shopping,-1033.53
4758,114,2025-06-25,Shopping,-1319.13
4759,160,2025-02-03,Salary Credit,43617.1
4760,125,2025-05-25,Utilities,-2387.1
4761,157,2025-03-05,Travel,-715.11
4762,172,2024-08-22,shopping,-152.28
4763,39,2024-03-20,Salary Credit,42930.79
4764,336,2024-01-26,Entertainment,-1877.29
4765,207,2025-03-07,Travel,-2113.2
4766,445,2024-06-14,Entertainment,-1302.43
4767,85,2024-07-25,Healthcare,-629.54
4768,314,2025-03-31,Utilities,-1160.32
4769,84,2024-09-19,Groceries,-610.36
4770,257,2025-06-02,Salary Credit,26557.81
4771,230,2024-10-24,Entertainment,-433.16
4772,210,2025-03-29,Groceries,-1659.35
4773,307,2024-03-09,dining ,-956.4
4774,388,2024-08-04,ATM Withdrawal,-922.31
4775,149,2024-04-09,Transfer,-2108.07
4776,398,2024-01-31,groceries,-420.41
4777,87,2025-06-24,Utilities,-1497.85
4778,138,2024-10-09,dining ,-559.34
4779,146,2024-07-11,Healthcare,-554.85
4780,447,2024-07-24,ATM Withdrawal,-2594.31
4781,56,2024-05-11,shopping,-235.16
4782,185,2024-03-08,Entertainment,-540.75
4783,199,2025-05-12,Shopping,-1595.0
4784,375,2024-02-27,Entertainment,-1155.99
4785,228,2024-07-28,dining ,-36.12
4786,453,2024-03-24,Groceries,-2805.62
4787,347,2025-05-21,Travel,-485.16
4788,330,2024-04-22,dining ,-979.02
4789,353,2024-08-02,Transfer,6310.47
4790,76,2025-02-14,shopping,-3146.13
4791,211,2024-11-06,Utilities,-831.23
4792,275,2024-07-27,Transfer,6493.16
4793,98,2024-11-03,Shopping,-3079.33
4794,56,2024-08-26,Shopping,-1322.36
4795,64,2024-06-06,dining ,-943.08
4796,370,2024-11-22,Healthcare,-1552.17
4797,308,2024-07-18,ATM Withdrawal,-667.83
4798,132,2025-06-07,Entertainment,-646.48
4799,346,2024-09-09,Transfer,475.93
4800,326,2025-02-16,Shopping,-875.99
4801,383,2024-05-07,Groceries,-738.31
4802,426,2024-12-17,ATM Withdrawal,-1173.78
4803,413,2024-10-31,GROCERIES,-1361.32
4804,85,2025-02-09,Healthcare,-1756.3
4805,361,2024-09-08,Dining,-1025.93
4806,184,2025-01-27,Utilities,-175.56
4807,189,2024-02-01,shopping,-2338.71
4808,303,2025-01-11,Shopping,-2907.44
4809,282,2025-02-14,ATM Withdrawal,-1560.17
4810,197,2024-09-27,Transfer,3976.72
4811,468,2024-01-19,Transfer,6300.02
4812,82,2024-11-04,Entertainment,-1281.0
4813,46,2025-03-01,Shopping,-1591.98
4814,14,2024-09-08,Shopping,-1604.95
4815,382,2024-02-21,Entertainment,-535.64
4816,191,2024-08-03,Utilities,-459.42
4817,205,2025-06-25,dining ,-947.65
4818,304,2024-05-27,groceries,-1620.77
4819,204,2024-10-15,ATM Withdrawal,-203.47
4820,269,2024-07-12,ATM Withdrawal,-994.21
4821,28,2025-01-23,Utilities,-1167.61
4822,74,2024-08-21,GROCERIES,-761.91
4823,437,2024-07-28,GROCERIES,-2462.45
4824,211,2024-11-11,Shopping,-2308.83
4825,79,2024-11-07,Dining,-1574.0
4826,173,2024-09-29,Transfer,7635.05
4827,157,2024-05-20,Healthcare,-1320.7
4828,129,2024-02-28,Transfer,-3569.21
4829,138,2025-01-11,Entertainment,-844.28
4830,342,2024-07-04,Healthcare,-1542.46
4831,50,2024-11-29,ATM Withdrawal,-865.39
4832,145,2024-07-24,shopping,-165.25
4833,220,2025-04-10,Transfer,-8082.81
4834,253,2025-01-20,Shopping,-1116.66
4835,413,2024-08-08,Travel,-2462.75
4836,433,2024-06-30,GROCERIES,-1716.65
4837,140,2025-02-12,Salary Credit,43124.66
4838,253,2024-01-05,Entertainment,-1458.89
4839,11,2024-02-01,ATM Withdrawal,-2064.99
4840,289,2024-02-15,Travel,-1230.06
4841,72,2024-07-07,Salary Credit,52589.18
4842,35,2024-09-27,Transfer,-7552.47
4843,315,2024-06-08,Transfer,1667.86
4844,84,2024-04-12,shopping,-1112.02
4845,224,2024-06-19,Utilities,-637.19
4846,48,2024-09-26,Travel,-1601.13
4847,349,2024-06-11,Entertainment,-822.27
4848,358,2024-11-08,Dining,-646.25
4849,270,2024-07-27,Entertainment,-1789.96
4850,392,2025-05-23,Dining,-56.62
4851,205,2025-06-24,Healthcare,-1300.9
4852,88,2024-12-23,Travel,-894.18
4853,71,2024-10-29,ATM Withdrawal,-1037.63
4854,103,2024-01-17,ATM Withdrawal,-1455.86
4855,94,2024-12-05,Transfer,10470.31
4856,152,2024-07-26,Transfer,-9074.81
4857,101,2024-06-07,groceries,-2455.93
4858,277,2025-03-08,Utilities,-1892.71
4859,70,2024-01-23,dining ,-459.51
4860,292,2024-05-22,ATM Withdrawal,-984.31
4861,157,2025-02-25,ATM Withdrawal,-218.43
4862,322,2025-05-19,Utilities,-3777.29
4863,241,2024-10-07,Transfer,-1988.66
4864,424,2024-10-15,Utilities,-147.52
4865,206,2025-06-11,Utilities,-1293.33
4866,139,2024-02-20,Travel,-267.36
4867,276,2024-09-19,ATM Withdrawal,-1310.56
4868,309,2024-05-11,Groceries,-2178.52
4869,206,2024-09-16,Entertainment,-236.84
4870,262,2025-05-08,ATM Withdrawal,-2254.33
4871,221,2024-11-20,Shopping,-1142.68
4872,144,2025-06-24,dining ,-763.13
4873,147,2024-10-02,Transfer,-9252.72
4874,425,2025-04-15,Entertainment,-1246.0
4875,317,2024-04-02,shopping,-202.56
4876,45,2024-06-23,Utilities,-1581.73
4877,451,2024-05-29,Travel,-1567.33
4878,334,2025-02-23,Travel,-1028.75
4879,24,2024-10-06,Utilities,-2119.39
4880,341,2024-05-01,ATM Withdrawal,-860.23
4881,276,2024-04-04,Utilities,-1521.37
4882,429,2024-07-28,Transfer,7353.05
4883,230,2024-03-24,shopping,-103.93
4884,243,2025-01-14,Salary Credit,33133.92
4885,148,2025-04-07,Healthcare,-2098.32
4886,151,2025-06-12,Travel,-2257.01
4887,290,2024-05-08,dining ,-2423.79
4888,388,2024-08-27,shopping,-576.31
4889,417,2024-10-01,Shopping,-1380.96
4890,361,2024-09-27,Transfer,121.62
4891,286,2024-09-03,Entertainment,-1341.53
4892,235,2024-04-29,ATM Withdrawal,-1324.84
4893,159,2024-03-02,Healthcare,-1870.78
4894,360,2024-08-07,Dining,-685.59
4895,149,2024-02-20,dining ,-2325.39
4896,126,2024-02-04,Utilities,-1272.3
4897,407,2024-10-12,ATM Withdrawal,-2738.75
4898,276,2025-04-12,dining ,-1871.95
4899,166,2024-10-21,Groceries,-1449.93
4900,405,2024-01-13,Healthcare,-136.29
4901,451,2025-04-03,Utilities,-12.0
4902,149,2025-01-07,dining ,-2640.78
4903,245,2024-06-14,Utilities,-1989.96
4904,227,2024-05-28,Dining,-943.43
4905,329,2025-05-05,Groceries,-824.87
4906,446,2024-09-16,Utilities,-1399.7
4907,257,2024-03-17,Utilities,-10.67
4908,374,2024-06-02,Transfer,-3596.96
4909,279,2024-05-24,Travel,-1751.28
4910,416,2024-08-06,ATM Withdrawal,-1871.68
4911,190,2024-07-07,ATM Withdrawal,-868.72
4912,181,2024-10-24,Transfer,8134.96
4913,198,2024-06-25,Entertainment,-508.11
4914,467,2024-12-15,shopping,-51.77
4915,287,2024-09-25,GROCERIES,-1735.11
4916,72,2025-05-27,Groceries,-794.94
4917,20,2025-03-27,Dining,-623.96
4918,243,2024-06-30,Transfer,5668.67
4919,378,2024-01-23,Shopping,-1847.44
4920,225,2024-11-14,groceries,-1912.73
4921,263,2024-07-03,GROCERIES,-1249.67
4922,374,2025-05-06,Entertainment,-864.52
4923,242,2024-08-09,shopping,-2058.98
4924,426,2024-06-07,Dining,-474.53
4925,299,2024-07-03,Entertainment,-1477.54
4926,343,2025-04-16,ATM Withdrawal,-1090.06
4927,366,2024-03-02,shopping,-3219.65
4928,294,2025-06-05,Shopping,-3052.11
4929,24,2024-05-07,ATM Withdrawal,-786.47
4930,201,2025-04-06,Utilities,-10.17
4931,67,2024-10-23,Healthcare,-60.22
4932,239,2024-11-06,Transfer,3380.75
4933,68,2024-04-21,Salary Credit,36111.0
4934,239,2025-01-28,ATM Withdrawal,-728.69
4935,161,2024-12-19,Healthcare,-1606.07
4936,10,2024-09-19,groceries,-1129.56
4937,59,2024-09-06,groceries,-765.85
4938,236,2024-11-21,Transfer,3929.35
4939,37,2024-09-14,Dining,-1054.26
4940,401,2025-06-15,ATM Withdrawal,-1400.37
4941,356,2024-01-23,shopping,-1453.16
4942,332,2024-05-16,Utilities,-283.56
4943,81,2025-04-08,dining ,-1350.03
4944,373,2025-03-07,Transfer,1958.61
4945,298,2024-07-08,dining ,-864.56
4946,183,2024-10-02,Dining,-2240.52
4947,1,2024-01-15,Travel,-1927.76
4948,248,2024-04-06,groceries,-1287.49
4949,373,2025-05-29,Salary Credit,37823.21
4950,16,2024-12-16,,-23.67
4951,25,2024-01-22,ATM Withdrawal,-352.37
4952,180,2025-03-07,Salary Credit,45097.68
4953,240,2024-08-07,Travel,-1229.96
4954,223,2024-11-05,Healthcare,-613.78
4955,200,2025-04-11,Entertainment,-1990.02
4956,120,2025-04-01,Transfer,-6153.47
4957,29,2024-03-15,dining ,-1186.15
4958,15,2024-07-18,Groceries,-1298.25
4959,47,2024-05-28,dining ,-1879.93
4960,324,2025-05-13,Dining,-1382.19
4961,368,2025-03-01,Groceries,-1723.36
4962,204,2024-12-19,Entertainment,-962.87
4963,37,2024-02-01,Dining,-1141.27
4964,195,2025-03-13,dining ,-1160.08
4965,462,2024-11-01,Entertainment,-1365.67
4966,117,2024-05-28,Healthcare,-678.8
4967,230,2024-08-29,dining ,-2183.24
4968,252,2024-08-31,Utilities,-2480.5
4969,155,2024-06-10,Transfer,1493.89
4970,205,2025-05-10,Healthcare,-10.73
4971,221,2025-05-15,Salary Credit,48239.73
4972,222,2024-01-28,Travel,-1729.05
4973,336,2025-05-25,ATM Withdrawal,-1568.25
4974,272,2024-08-08,Transfer,6485.47
4975,25,2025-03-11,Groceries,-688.46
4976,3,2025-03-01,Travel,-591.14
4977,193,2024-11-22,Entertainment,-752.44
4978,425,2025-02-09,ATM Withdrawal,-2688.48
4979,18,2025-01-06,Dining,-1438.32
4980,34,2025-04-09,Transfer,7714.23
4981,318,2024-08-18,ATM Withdrawal,-443.92
4982,212,2025-02-06,dining ,-1401.13
4983,108,2025-06-17,Utilities,-1660.98
4984,98,2025-05-31,Utilities,-360.73
4985,312,2024-03-21,Healthcare,-1527.47
4986,246,2024-09-28,dining ,-2365.83
4987,299,2024-10-04,Transfer,-3797.89
4988,132,2024-12-06,Shopping,-350.13
4989,247,2024-12-18,Entertainment,-1355.33
4990,403,2025-04-06,Healthcare,-609.11
4991,149,2024-10-17,Healthcare,-1362.98
4992,186,2025-01-17,Entertainment,-442.07
4993,77,2025-05-05,Travel,-1254.87
4994,299,2024-02-25,Utilities,-2304.5
4995,16,2024-12-16,Utilities,-1174.98
4996,117,2024-07-19,ATM Withdrawal,-284.24
4997,334,2025-05-08,Utilities,-1538.15
4998,10,2024-10-28,Travel,-1217.92
4999,463,2024-11-24,GROCERIES,-1391.9
5000,190,2025-02-15,Transfer,3424.79
5001,187,2024-05-11,groceries,-940.76
5002,252,2024-10-23,Utilities,-273.52
5003,300,2025-02-25,Shopping,-1374.02
5004,216,2025-02-27,Shopping,-1350.42
5005,414,2024-05-04,Entertainment,-966.25
5006,451,2025-04-01,ATM Withdrawal,-1872.38
5007,94,2024-03-29,Transfer,1889.92
5008,331,2024-05-24,Utilities,-1314.26
5009,141,2025-04-11,GROCERIES,-1741.0
5010,466,2024-12-01,ATM Withdrawal,-712.15
5011,119,2024-10-22,Dining,-36.18
5012,139,2024-10-30,Transfer,-5465.94
5013,335,2025-06-12,Healthcare,-2724.62
5014,370,2024-05-03,Utilities,-651.25
5015,61,2024-06-12,Transfer,6353.96
5016,261,2024-09-23,Travel,-982.8
5017,162,2025-04-05,Utilities,-1535.95
5018,287,2024-10-25,Travel,-220.44
5019,261,2025-01-30,Salary Credit,41853.42
5020,462,2025-03-21,Healthcare,-1270.98
5021,437,2025-05-01,Utilities,-294.71
5022,307,2024-09-08,ATM Withdrawal,-4031.08
5023,318,2024-09-06,Utilities,-655.22
5024,421,2024-02-14,dining ,-1746.31
5025,86,2024-02-13,Salary Credit,56941.34
5026,340,2024-09-22,Transfer,-1316.84
5027,362,2025-02-12,ATM Withdrawal,-1292.43
5028,60,2025-04-01,Healthcare,-453.88
5029,413,2024-08-10,groceries,-902.11
5030,328,2024-11-07,shopping,-2709.2
5031,163,2025-03-18,,-70.08
5032,227,2024-06-22,Transfer,-2527.49
5033,230,2024-03-27,groceries,-2868.25
5034,430,2025-05-16,Dining,-1043.19
5035,454,2024-10-24,Transfer,-6167.62
5036,378,2024-03-25,Utilities,-778.08
5037,306,2024-05-17,ATM Withdrawal,-1244.37
5038,49,2024-06-27,Healthcare,-24.41
5039,429,2024-04-19,Shopping,-3051.29
5040,63,2024-08-26,shopping,-1495.33
5041,79,2025-03-18,Healthcare,-2517.32
5042,33,2025-02-06,ATM Withdrawal,-273.72
5043,444,2025-05-14,dining ,-1150.47
5044,231,2025-03-31,Transfer,4493.31
5045,111,2024-06-18,Shopping,-707.44
5046,38,2024-02-01,Transfer,-1655.7
5047,193,2024-03-23,Shopping,-2288.54
5048,339,2025-03-07,Dining,-1620.53
5049,466,2024-07-04,Transfer,4477.69
5050,259,2025-01-27,groceries,-1319.95
5051,285,2024-09-06,Entertainment,-927.88
5052,392,2025-05-02,Transfer,-2027.97
5053,423,2024-10-03,Healthcare,-1037.93
5054,131,2025-05-05,GROCERIES,-882.47
5055,465,2024-05-16,Travel,-1782.83
5056,243,2025-02-27,dining ,-1704.33
5057,436,2024-10-12,Travel,-696.14
5058,55,2024-04-13,Utilities,-338.71
5059,46,2024-05-07,Shopping,-1879.34
5060,414,2024-06-20,Travel,-1370.36
5061,315,2024-03-25,Healthcare,-640.57
5062,82,2025-05-25,Utilities,-172.23
5063,419,2024-04-25,Travel,-591.75
5064,48,2024-11-22,ATM Withdrawal,-1552.76
5065,320,2024-11-07,Utilities,-2718.13
5066,96,2024-10-20,ATM Withdrawal,-1009.28
5067,34,2024-12-07,ATM Withdrawal,-450.3
5068,378,2025-05-14,ATM Withdrawal,-3141.49
5069,397,2025-06-11,ATM Withdrawal,-865.3
5070,50,2025-04-21,Transfer,-2617.67
5071,44,2024-09-07,Healthcare,-833.42
5072,288,2025-01-31,GROCERIES,-788.6
5073,14,2024-04-11,Shopping,-2343.5
5074,350,2025-04-25,Transfer,-6783.54
5075,429,2024-04-16,Groceries,-1190.14
5076,352,2024-03-03,shopping,-698.98
5077,108,2025-03-27,ATM Withdrawal,-897.67
5078,89,2025-02-16,Dining,-974.39
5079,319,2024-03-16,Travel,-1279.27
5080,29,2025-06-10,Transfer,3646.02
5081,252,2024-03-01,groceries,-1141.04
5082,211,2024-01-27,GROCERIES,-500.39
5083,349,2025-06-04,Transfer,-8027.81
5084,95,2024-05-01,Transfer,-6465.68
5085,357,2024-05-07,shopping,-800.56
5086,328,2025-03-08,Travel,-1939.32
5087,112,2024-11-26,groceries,-1469.36
5088,167,2024-10-10,Transfer,3400.93
5089,31,2025-06-22,Dining,-1447.12
5090,211,2024-02-17,Entertainment,-2715.2
5091,122,2025-05-19,Transfer,-5242.02
5092,54,2024-05-26,GROCERIES,-962.69
5093,263,2024-12-05,Salary Credit,45793.88
5094,266,2024-06-25,Entertainment,-1239.41
5095,41,2024-06-08,Entertainment,-707.58
5096,87,2024-06-23,,39070.32
5097,39,2024-10-31,Dining,-1913.94
5098,318,2025-04-23,ATM Withdrawal,-2284.81
5099,159,2024-03-02,ATM Withdrawal,-3239.25
5100,34,2024-12-26,Shopping,-1612.44
5101,90,2025-04-13,Dining,-1305.04
5102,457,2025-02-04,Entertainment,-2011.61
5103,120,2025-06-18,Shopping,-382.79
5104,321,2024-01-08,Utilities,-1778.32
5105,220,2024-07-16,dining ,-2134.89
5106,86,2024-08-20,Utilities,-2121.8
5107,144,2024-10-18,shopping,-2700.55
5108,7,2024-06-22,dining ,-661.43
5109,350,2024-05-17,Shopping,-756.89
5110,157,2025-04-09,dining ,-1006.36
5111,234,2024-05-06,Utilities,-196.0
5112,72,2025-06-03,groceries,-1684.56
5113,386,2024-01-21,Utilities,-1807.64
5114,103,2024-08-18,Travel,-1705.4
5115,266,2024-11-28,Travel,-1334.45
5116,409,2025-06-14,ATM Withdrawal,-2105.23
5117,334,2025-02-20,shopping,-1717.66
5118,283,2024-01-08,ATM Withdrawal,-657.74
5119,416,2025-02-11,Groceries,-1454.95
5120,83,2024-06-26,Travel,-902.25
5121,451,2025-04-13,GROCERIES,-1235.15
5122,261,2025-02-26,shopping,-1242.62
5123,192,2024-04-14,Salary Credit,43566.27
5124,120,2024-07-15,Transfer,2459.59
5125,349,2025-03-23,shopping,-270.33
5126,457,2025-05-16,Travel,-1591.46
5127,323,2024-11-24,dining ,-2179.46
5128,16,2024-04-29,Healthcare,-73.89
5129,220,2024-07-31,Dining,-1144.84
5130,343,2025-03-09,GROCERIES,-1909.85
5131,187,2024-11-22,groceries,-1030.0
5132,362,2024-04-19,Healthcare,-1844.41
5133,332,2024-06-04,Entertainment,-2170.51
5134,32,2024-04-17,Utilities,-1554.96
5135,262,2024-09-12,Groceries,-753.89
5136,81,2024-08-30,Transfer,8945.18
5137,228,2024-10-22,Utilities,-959.29
5138,180,2025-05-29,GROCERIES,-959.31
5139,378,2024-12-21,Shopping,-1663.4
5140,407,2024-11-15,Travel,-928.67
5141,216,2024-07-18,Utilities,-998.57
5142,252,2024-12-12,ATM Withdrawal,-863.64
5143,294,2025-06-04,ATM Withdrawal,-1037.4
5144,307,2024-01-06,shopping,-1377.27
5145,298,2024-07-09,GROCERIES,-575.43
5146,367,2024-01-31,Groceries,-1111.87
5147,460,2024-04-21,Entertainment,-388.46
5148,388,2024-02-06,dining ,-834.06
5149,64,2024-11-18,Travel,-1504.3
5150,223,2025-03-22,GROCERIES,-905.28
5151,216,2025-05-27,dining ,-1832.66
5152,239,2024-05-09,shopping,-1512.86
5153,248,2025-01-16,dining ,-740.47
5154,337,2024-06-28,ATM Withdrawal,-2278.15
5155,198,2024-06-21,Utilities,-1424.72
5156,124,2024-11-28,Transfer,3590.6
5157,215,2025-01-05,Salary Credit,28322.75
5158,400,2024-11-14,Dining,-1396.02
5159,146,2024-02-24,Transfer,-6953.61
5160,10,2024-08-11,Healthcare,-587.99
5161,457,2024-06-04,groceries,-385.54
5162,92,2024-01-03,ATM Withdrawal,-1326.48
5163,283,2024-01-23,Salary Credit,54557.32
5164,375,2024-09-02,ATM Withdrawal,-2181.74
5165,129,2024-02-24,GROCERIES,-1946.03
5166,160,2025-02-06,groceries,-3018.12
5167,132,2024-01-31,Utilities,-2031.91
5168,71,2024-05-08,groceries,-2241.0
5169,72,2025-06-21,Utilities,-1278.37
5170,88,2025-01-21,Entertainment,-887.98
5171,215,2024-10-30,Utilities,-2221.21
5172,249,2024-01-09,Travel,-317.06
5173,8,2024-01-24,dining ,-1581.41
5174,397,2025-05-09,Travel,-652.87
5175,317,2025-03-11,Transfer,5803.7
5176,34,2025-06-01,Transfer,5488.94
5177,395,2025-03-16,Travel,-1184.05
5178,15,2024-01-02,Travel,-1679.28
5179,263,2025-03-15,Dining,-1823.52
5180,218,2024-09-06,Healthcare,-59.01
5181,236,2025-01-12,Utilities,-1159.17
5182,448,2024-08-13,Utilities,-823.72
5183,434,2025-01-27,Travel,-1374.72
5184,131,2025-04-03,groceries,-825.49
5185,272,2025-06-15,Utilities,-2347.59
5186,449,2024-10-21,Healthcare,-1138.56
5187,342,2024-06-01,groceries,-2087.89
5188,416,2024-11-29,dining ,-343.05
5189,204,2024-09-29,dining ,-947.34
5190,133,2024-04-20,dining ,-646.77
5191,239,2025-01-29,Healthcare,-1554.31
5192,383,2024-02-12,ATM Withdrawal,-133.52
5193,435,2024-08-07,Entertainment,-337.95
5194,321,2025-01-12,Entertainment,-636.96
5195,331,2025-05-16,Salary Credit,49488.83
5196,240,2024-12-04,Shopping,-471.23
5197,150,2025-06-17,Shopping,-1439.02
5198,198,2025-03-29,ATM Withdrawal,-617.41
5199,233,2024-05-08,ATM Withdrawal,-377.55
5200,382,2025-04-05,Shopping,-1966.75
5201,260,2024-07-02,Travel,-1784.43
5202,372,2024-12-09,ATM Withdrawal,-1164.15
5203,13,2024-04-19,dining ,-1238.6
5204,355,2024-10-20,Shopping,-1013.22
5205,238,2025-01-05,Shopping,-270.68
5206,468,2025-05-13,Shopping,-2375.41
5207,221,2025-05-29,shopping,-1109.45
5208,224,2025-03-12,Transfer,3503.53
5209,60,2024-10-31,Transfer,6328.62
5210,378,2025-04-25,Utilities,-2230.64
5211,329,2024-02-27,Utilities,-1349.96
5212,404,2025-06-26,GROCERIES,-1524.51
5213,44,2024-04-21,Groceries,-1990.2
5214,100,2024-08-07,dining ,-1836.61
5215,411,2025-05-09,Transfer,-5962.61
5216,20,2025-01-25,Transfer,-5960.98
5217,238,2025-04-08,Dining,-1415.43
5218,190,2025-01-09,Entertainment,-1978.28
5219,440,2024-11-23,Travel,-811.43
5220,401,2024-04-04,Transfer,-11892.31
5221,420,2025-06-26,Shopping,-1523.06
5222,136,2024-12-12,ATM Withdrawal,-122.56
5223,275,2024-12-30,Utilities,-938.86
5224,328,2024-08-21,GROCERIES,-1758.71
5225,453,2025-06-02,dining ,-596.47
5226,4,2024-09-02,ATM Withdrawal,-319.89
5227,458,2024-04-13,Entertainment,-41.34
5228,167,2024-04-08,Salary Credit,43333.71
5229,61,2025-01-15,Transfer,9835.13
5230,289,2025-02-09,GROCERIES,-721.93
5231,366,2024-04-22,Transfer,4162.86
5232,61,2025-01-15,Transfer,-3838.18
5233,20,2025-06-27,Travel,-1665.26
5234,420,2024-10-17,shopping,-180.33
5235,437,2025-06-12,GROCERIES,-2702.43
5236,74,2024-03-26,Dining,-1683.59
5237,424,2024-08-07,GROCERIES,-2146.27
5238,426,2024-10-30,ATM Withdrawal,-967.91
5239,467,2024-07-14,Transfer,7798.42
5240,102,2024-02-24,GROCERIES,-1118.36
5241,271,2024-09-06,Entertainment,-414.12
5242,466,2024-07-03,Transfer,-2170.63
5243,423,2024-04-21,shopping,-819.46
5244,284,2024-07-21,Healthcare,-1404.29
5245,93,2024-08-15,Entertainment,-1053.46
5246,40,2025-04-26,Dining,-759.53
5247,122,2024-09-24,Healthcare,-1810.22
5248,31,2024-08-14,Travel,-785.04
5249,92,2024-07-31,dining ,-662.16
5250,36,2024-11-22,dining ,-2045.44
5251,357,2024-05-30,ATM Withdrawal,-1695.5
5252,277,2025-04-21,Healthcare,-97.48
5253,243,2024-08-16,Travel,-2.24
5254,379,2024-08-20,shopping,-203.04
5255,193,2024-02-04,Utilities,-1172.44
5256,189,2025-04-26,Transfer,9342.14
5257,97,2024-09-13,Groceries,-1875.44
5258,209,2024-03-15,Shopping,-2921.6
5259,82,2024-04-03,Shopping,-1381.46
5260,276,2024-07-17,Groceries,-2198.12
5261,467,2025-03-01,Healthcare,-685.92
5262,250,2024-02-21,Healthcare,-200.49
5263,140,2024-03-06,Shopping,-922.21
5264,323,2024-11-01,ATM Withdrawal,-1087.37
5265,384,2024-09-28,Transfer,-12754.6
5266,221,2025-06-05,Groceries,-1199.61
5267,118,2025-02-13,Groceries,-283.97
5268,335,2024-12-24,ATM Withdrawal,-2068.18
5269,88,2024-07-02,shopping,-516.37
5270,467,2024-12-07,ATM Withdrawal,-1329.19
5271,149,2024-11-14,shopping,-1989.56
5272,164,2024-05-31,ATM Withdrawal,-361.53
5273,341,2024-07-21,Dining,-2565.71
5274,6,2025-05-22,Dining,-2214.12
5275,95,2024-10-20,Dining,-1517.95
5276,59,2024-09-13,Travel,-2776.51
5277,184,2025-03-10,Transfer,7382.5
5278,260,2024-05-25,Transfer,5836.46
5279,85,2024-04-29,Travel,-625.94
5280,162,2025-06-22,Salary Credit,40137.75
5281,362,2025-03-13,Utilities,-3027.96
5282,440,2024-08-18,shopping,-2153.38
5283,7,2025-05-30,Healthcare,-2000.56
5284,294,2024-07-21,Dining,-637.26
5285,13,2025-01-02,Transfer,3895.9
5286,244,2024-01-20,GROCERIES,-2728.24
5287,412,2025-01-15,Utilities,-2291.62
5288,374,2024-04-07,ATM Withdrawal,-2027.39
5289,109,2024-05-11,Transfer,-7453.31
5290,122,2025-03-17,Shopping,-1120.99
5291,367,2024-04-22,Entertainment,-1638.46
5292,384,2024-09-20,Transfer,-6399.98
5293,132,2025-05-16,Salary Credit,38274.21
5294,2,2025-06-04,Utilities,-2329.45
5295,209,2024-08-29,Utilities,-588.51
5296,291,2024-02-15,Salary Credit,44763.51
5297,208,2024-06-05,ATM Withdrawal,-773.69
5298,438,2024-12-01,Travel,-1148.09
5299,381,2024-07-02,Travel,-1357.75
5300,369,2025-01-27,dining ,-3155.5
5301,10,2025-06-24,groceries,-1487.99
